BRANCH_CODE,CUST_CC_NO,CUST_SSN,TRANSACTION_ID,TRANSACTION_TYPE,TRANSACTION_VALUE,TIMEID
66,4210653349028689,123459988,92,Education,58.25,20180803
99,4210653349028689,123459988,93,Gas,41.06,20180702
50,4210653349028689,123459988,94,Bills,72.72,20180709
117,4210653399308769,123459978,95,Entertainment,77.17,20180708
121,4210653399308769,123459978,96,Gas,49.14,20181021
117,4210653399308769,123459978,97,Entertainment,81.6,20180713
9,4210653399308769,123459978,98,Entertainment,22.75,20181206
59,4210653399308769,123459978,99,Grocery,56.52,20180301
117,4210653399308769,123459978,100,Education,24.05,20180817
57,4210653399308769,123459978,101,Healthcare,66.05,20180820
192,4210653399308769,123459978,102,Education,42.37,20180903
11,4210653399308769,123459978,103,Grocery,96.44,20180113
75,4210653399308769,123459978,104,Healthcare,74.83,20180904
103,4210653399308769,123459978,105,Entertainment,25.97,20181105
31,4210653399308769,123459978,106,Education,72.36,20180825
25,4210653399308769,123459978,107,Test,98.85,20180802
10,4210653399308769,123459978,108,Grocery,4.36,20180707
107,4210653399308769,123459978,109,Test,66.6,20180513
24,4210653399308769,123459978,110,Education,1.76,20180321
57,4210653399308769,123459978,111,Grocery,44.41,20180507
44,4210653399308769,123459978,112,Gas,85.53,20180306
80,4210653399308769,123459978,113,Healthcare,89.9,20181113
81,4210653399308769,123459978,114,Healthcare,53.75,20181004
91,4210653399308769,123459978,115,Test,30.87,20180213
79,4210653399308769,123459978,116,Healthcare,86.53,20180210
81,4210653399308769,123459978,117,Healthcare,72.06,20180813
166,4210653399308769,123459978,118,Bills,21.96,20181216
19,4210653399308769,123459978,119,Entertainment,49.98,20181204
175,4210653399308769,123459978,120,Education,13.91,20180927
173,4210653399308769,123459978,121,Test,9.05,20181116
100,4210653399308769,123459978,122,Grocery,40.33,20180121
17,4210653399308769,123459978,123,Test,14.72,20180902
178,4210653399308769,123459978,124,Gas,95.3,20180914
63,4210653399308769,123459978,125,Entertainment,22.65,20180620
156,4210653399308769,123459978,126,Entertainment,100.28,20180211
44,4210653399308769,123459978,127,Gas,54.19,20181026
42,4210653399308769,123459978,128,Grocery,100.57,20181207
175,4210653399308769,123459978,129,Gas,10.84,20181001
58,4210653399308769,123459978,130,Entertainment,3.03,20180411
114,4210653399308769,123459978,131,Test,27.58,20180323
90,4210653399308769,123459978,132,Bills,37.92,20180915
5,4210653399308769,123459978,133,Bills,77.05,20180105
51,4210653399308769,123459978,134,Bills,26.17,20180227
51,4210653399308769,123459978,135,Education,73.36,20180925
18,4210653399308769,123459978,136,Gas,69.05,20181122
35,4210653399308769,123459978,137,Test,27.95,20180701
46,4210653399308769,123459978,138,Education,87.69,20180703
11,4210653399308769,123459978,139,Grocery,74.48,20180525
136,4210653399308769,123459978,140,Healthcare,98.23,20180708
9,4210653399308769,123459978,141,Education,37.06,20180317
131,4210653399308769,123459978,142,Healthcare,92.55,20180516
115,4210653399308769,123459978,143,Gas,11.63,20181020
72,4210653399308769,123459978,144,Grocery,80.8,20180825
178,4210653399308769,123459978,145,Healthcare,83.47,20180123
115,4210653399308769,123459978,146,Grocery,60.61,20181114
48,4210653399308769,123459978,147,Gas,40.94,20180118
76,4210653399308769,123459978,148,Bills,66.69,20180906
164,4210653399308769,123459978,149,Entertainment,29.07,20180309
72,4210653399308769,123459978,150,Gas,63.66,20180723
119,4210653399308769,123459978,151,Test,65.14,20180121
78,4210653315516879,123459968,152,Healthcare,63.69,20180611
104,4210653315516879,123459968,153,Bills,58.51,20180114
36,4210653315516879,123459968,154,Grocery,98.02,20181018
139,4210653315516879,123459968,155,Bills,28.39,20180417
170,4210653315516879,123459968,156,Test,90.94,20180626
111,4210653315516879,123459968,157,Entertainment,70.18,20180406
10,4210653315516879,123459968,158,Test,71.32,20180508
79,4210653315516879,123459968,159,Test,83.39,20180425
28,4210653315516879,123459968,160,Gas,76.76,20180906
24,4210653315516879,123459968,161,Test,90.79,20180909
11,4210653315516879,123459968,162,Healthcare,3.27,20180421
78,4210653315516879,123459968,163,Gas,20.38,20181017
119,4210653315516879,123459968,164,Grocery,42.15,20180802
49,4210653315516879,123459968,165,Education,30.78,20181107
40,4210653315516879,123459968,166,Gas,96.29,20181209
99,4210653315516879,123459968,167,Test,30.16,20180823
22,4210653315516879,123459968,168,Bills,9.19,20180616
125,4210653349448599,123459965,169,Healthcare,59.95,20180611
170,4210653349448599,123459965,170,Healthcare,30.82,20181111
35,4210653349448599,123459965,171,Gas,73.5,20180605
49,4210653349448599,123459965,172,Healthcare,17.32,20180411
17,4210653349448599,123459965,173,Bills,13.76,20180619
139,4210653349448599,123459965,174,Bills,54.41,20180809
156,4210653349448599,123459965,175,Healthcare,46.4,20180412
12,4210653349448599,123459965,176,Entertainment,70.89,20180414
100,4210653349448599,123459965,177,Gas,65.53,20180525
39,4210653349448599,123459965,178,Test,52.83,20181007
59,4210653349448599,123459965,179,Test,40.3,20180107
175,4210653349448599,123459965,180,Education,25.99,20180911
118,4210653349448599,123459965,181,Grocery,44.57,20180410
121,4210653349448599,123459965,182,Entertainment,90.23,20180504
89,4210653349448599,123459965,183,Test,26.4,20180522
173,4210653349448599,123459965,184,Healthcare,48.82,20181115
70,4210653349448599,123459965,185,Entertainment,41.02,20181004
175,4210653349448599,123459965,186,Grocery,32.04,20180208
74,4210653349448599,123459965,187,Gas,81.46,20181125
20,4210653349448599,123459965,188,Gas,30.59,20180613
43,4210653349448599,123459965,189,Gas,97.35,20180926
10,4210653349448599,123459965,190,Healthcare,77.06,20180612
15,4210653349448599,123459965,191,Gas,14.85,20180806
38,4210653349448599,123459965,192,Education,40.63,20180914
24,4210653349448599,123459965,193,Gas,81.31,20180324
52,4210653349448599,123459965,194,Bills,57.54,20180423
76,4210653349448599,123459965,195,Education,33.48,20181116
20,4210653349448599,123459965,196,Healthcare,29.15,20180814
107,4210653349448599,123459965,197,Gas,41.36,20180809
188,4210653349448599,123459965,198,Test,63.1,20180802
100,4210653349448599,123459965,199,Grocery,29.44,20180115
158,4210653349448599,123459965,200,Gas,31.62,20180106
95,4210653349448599,123459965,201,Bills,12.03,20180626
24,4210653349448599,123459965,202,Gas,75.53,20181214
93,4210653349448599,123459965,203,Test,27.1,20180726
45,4210653349448599,123459965,204,Bills,99.18,20180614
72,4210653349448599,123459965,205,Entertainment,13.01,20180325
31,4210653349448599,123459965,206,Entertainment,71.06,20180720
37,4210653349448599,123459965,207,Grocery,19.86,20180416
24,4210653349448599,123459965,208,Bills,15.58,20181210
139,4210653349448599,123459965,209,Gas,35.02,20180501
19,4210653349448599,123459965,210,Healthcare,41.56,20181024
78,4210653349448599,123459965,211,Bills,77.53,20180403
66,4210653349448599,123459965,212,Gas,53.82,20180327
72,4210653349448599,123459965,213,Entertainment,67.7,20180417
160,4210653315577947,123459940,214,Entertainment,6.72,20180605
42,4210653315577947,123459940,215,Education,63.57,20180107
40,4210653315577947,123459940,216,Healthcare,25.98,20180425
5,4210653312528499,123459918,217,Gas,36.3,20180805
158,4210653312528499,123459918,218,Bills,21.56,20180325
5,4210653312528499,123459918,219,Education,27.89,20180116
118,4210653312528499,123459918,220,Healthcare,64.48,20181009
74,4210653312528499,123459918,221,Gas,100.76,20180108
40,4210653312528499,123459918,222,Education,2.53,20180218
149,4210653312528499,123459918,223,Education,10.72,20180703
81,4210653312528499,123459918,224,Gas,17.85,20180608
19,4210653312528499,123459918,225,Entertainment,36.95,20180910
57,4210653312528499,123459918,226,Test,79.42,20180628
27,4210653312528499,123459918,227,Education,21.76,20180916
49,4210653312528499,123459918,228,Test,15.29,20180719
76,4210653312528499,123459918,229,Education,36.66,20181210
79,4210653312528499,123459918,230,Healthcare,8.63,20181002
2,4210653312528499,123459918,231,Grocery,9.92,20180513
135,4210653312528499,123459918,232,Healthcare,71.75,20180128
158,4210653312528499,123459918,233,Bills,42.62,20180728
131,4210653312528499,123459918,234,Gas,58.16,20180112
103,4210653312528499,123459918,235,Gas,69.94,20180208
12,4210653312528499,123459918,236,Test,16.68,20180517
80,4210653312528499,123459918,237,Test,30.4,20181222
45,4210653312528499,123459918,238,Entertainment,80.81,20181118
1,4210653312528499,123459918,239,Education,58.78,20181126
100,4210653312528499,123459918,240,Education,83.25,20180801
192,4210653312528499,123459918,241,Test,97.12,20181202
8,4210653312528499,123459918,242,Entertainment,45.27,20181115
139,4210653312528499,123459918,243,Test,99.59,20181208
79,4210653312528499,123459918,244,Education,73.66,20180406
69,4210653312528499,123459918,245,Bills,6.52,20181221
1,4210653312528499,123459918,246,Bills,5.49,20180404
9,4210653312528499,123459918,247,Healthcare,86.57,20180606
36,4210653312528499,123459918,248,Education,82.65,20180707
25,4210653312528499,123459918,249,Grocery,56.21,20180524
104,4210653312528499,123459918,250,Healthcare,94.14,20181024
21,4210653312528499,123459918,251,Education,6.9,20180217
54,4210653312528499,123459918,252,Grocery,32.28,20180221
14,4210653312528499,123459918,253,Bills,61.93,20180822
29,4210653312528499,123459918,254,Bills,17.76,20180919
2,4210653312528499,123459918,255,Test,32.44,20180115
5,4210653312528499,123459918,256,Bills,95.21,20181018
19,4210653312528499,123459918,257,Bills,29.4,20180807
166,4210653312528499,123459918,258,Education,83.43,20180725
46,4210653312528499,123459918,259,Bills,11.4,20180114
24,4210653312528499,123459918,260,Education,33.08,20181222
4,4210653312528499,123459918,261,Healthcare,94.41,20181116
149,4210653312528499,123459918,262,Entertainment,2.73,20180602
27,4210653312528499,123459918,263,Education,71.7,20181211
29,4210653312528499,123459918,264,Test,72.88,20180424
60,4210653312528499,123459918,265,Healthcare,64.29,20180612
149,4210653312528499,123459918,266,Grocery,51.08,20181127
11,4210653312528499,123459918,267,Test,48.62,20180528
67,4210653312528499,123459918,268,Bills,41.56,20180514
53,4210653312528499,123459918,269,Entertainment,3.49,20180113
75,4210653313003223,123459916,270,Bills,95.15,20180128
67,4210653313003223,123459916,271,Education,35.23,20180222
7,4210653313003223,123459916,272,Healthcare,66.16,20180921
70,4210653313003223,123459916,273,Grocery,58.38,20180605
57,4210653313003223,123459916,274,Healthcare,24.28,20181109
89,4210653313003223,123459916,275,Bills,74.43,20180516
69,4210653313003223,123459916,276,Test,30.12,20181111
46,4210653313003223,123459916,277,Healthcare,78.38,20180217
52,4210653313003223,123459916,278,Entertainment,72.42,20180103
47,4210653313003223,123459916,279,Healthcare,53,20180310
107,4210653313003223,123459916,280,Bills,63.95,20180806
17,4210653313003223,123459916,281,Grocery,36.3,20181103
125,4210653313003223,123459916,282,Grocery,67.6,20181204
74,4210653313003223,123459916,283,Grocery,17.48,20181019
49,4210653313003223,123459916,284,Entertainment,83.26,20180521
105,4210653313003223,123459916,285,Gas,94.26,20180222
28,4210653313003223,123459916,286,Test,26.24,20180519
70,4210653313003223,123459916,287,Gas,25.03,20180421
103,4210653313003223,123459916,288,Entertainment,85.51,20180706
156,4210653313003223,123459916,289,Education,46.37,20180114
74,4210653313003223,123459916,290,Entertainment,85.55,20180222
36,4210653313003223,123459916,291,Bills,67.3,20180821
58,4210653313003223,123459916,292,Entertainment,68.89,20180602
37,4210653313003223,123459916,293,Test,78.8,20180917
56,4210653313003223,123459916,294,Healthcare,66.15,20180927
109,4210653313003223,123459916,295,Education,1.62,20180816
123,4210653313003223,123459916,296,Healthcare,1.79,20180624
2,4210653313003223,123459916,297,Gas,33.13,20180320
5,4210653313003223,123459916,298,Bills,81.87,20180220
125,4210653313003223,123459916,299,Healthcare,96.17,20180808
103,4210653313003223,123459916,300,Gas,5.42,20180915
38,4210653313003223,123459916,301,Grocery,7.66,20180521
11,4210653313003223,123459916,302,Entertainment,63.16,20180322
135,4210653313003223,123459916,303,Entertainment,15.77,20181126
35,4210653313003223,123459916,304,Grocery,17.72,20180621
149,4210653313003223,123459916,305,Education,52.03,20181009
46,4210653313003223,123459916,306,Test,67.38,20180701
149,4210653313003223,123459916,307,Bills,23.12,20180215
104,4210653313003223,123459916,308,Bills,22.15,20180417
168,4210653313003223,123459916,309,Bills,72.53,20180716
139,4210653313003223,123459916,310,Gas,13.61,20180602
52,4210653313003223,123459916,311,Healthcare,99.43,20180126
59,4210653313003223,123459916,312,Test,2.62,20181025
79,4210653313003223,123459916,313,Test,41.68,20180707
35,4210653313003223,123459916,314,Entertainment,53.16,20180202
175,4210653313003223,123459916,315,Grocery,96.89,20180924
139,4210653313003223,123459916,316,Education,95.49,20180213
24,4210653313003223,123459916,317,Grocery,57.79,20181108
145,4210653313003223,123459916,318,Education,87.12,20181118
145,4210653313003223,123459916,319,Entertainment,30.9,20180104
136,4210653313003223,123459916,320,Grocery,50.91,20180616
85,4210653313003223,123459916,321,Test,9.69,20181227
39,4210653313003223,123459916,322,Entertainment,57.53,20180228
93,4210653313003223,123459916,323,Entertainment,57.17,20180808
58,4210653313003223,123459916,324,Grocery,43.09,20180510
117,4210653313003223,123459916,325,Test,20.26,20180305
15,4210653313003223,123459916,326,Education,91.25,20180906
117,4210653313003223,123459916,327,Education,55.72,20180728
46,4210653313003223,123459916,328,Grocery,18.67,20181024
105,4210653313003223,123459916,329,Test,92.24,20180109
156,4210653313003223,123459916,330,Gas,17.37,20181018
26,4210653313003223,123459916,331,Test,25.26,20180206
3,4210653313003223,123459916,332,Bills,3.99,20180110
90,4210653313003223,123459916,333,Healthcare,18.68,20180910
38,4210653313003223,123459916,334,Gas,19.07,20180310
58,4210653313003223,123459916,335,Education,94.89,20180717
93,4210653313003223,123459916,336,Gas,87.27,20180201
99,4210653313003223,123459916,337,Healthcare,1.95,20180907
18,4210653392204248,123459915,338,Bills,88.96,20181202
145,4210653392204248,123459915,339,Bills,3.37,20181020
95,4210653392204248,123459915,340,Bills,32.47,20180814
37,4210653392204248,123459915,341,Education,92.76,20180418
5,4210653392204248,123459915,342,Entertainment,96.47,20180516
79,4210653392204248,123459915,343,Gas,65.09,20180708
58,4210653392204248,123459915,344,Bills,36.8,20180421
178,4210653392204248,123459915,345,Entertainment,81.6,20180228
118,4210653392204248,123459915,346,Healthcare,28.96,20180314
40,4210653392204248,123459915,347,Bills,27.26,20181004
99,4210653392204248,123459915,348,Healthcare,54.85,20180524
144,4210653392204248,123459915,349,Gas,85.88,20180509
117,4210653392204248,123459915,350,Entertainment,45.23,20181111
123,4210653392204248,123459915,351,Gas,17.12,20180819
100,4210653392204248,123459915,352,Bills,9.81,20180717
67,4210653392204248,123459915,353,Gas,19.19,20180121
90,4210653392204248,123459915,354,Bills,72.25,20180308
121,4210653392204248,123459915,355,Test,74.71,20180522
115,4210653392204248,123459915,356,Education,11.98,20180901
59,4210653392204248,123459915,357,Entertainment,40.7,20180625
178,4210653392204248,123459915,358,Bills,43.11,20180902
24,4210653392204248,123459915,359,Test,48.36,20180807
164,4210653392204248,123459915,360,Healthcare,60.58,20180804
131,4210653392204248,123459915,361,Education,83.22,20180308
149,4210653392204248,123459915,362,Bills,98.61,20180128
109,4210653392204248,123459915,363,Healthcare,18.81,20180211
149,4210653392204248,123459915,364,Grocery,43,20181127
145,4210653392204248,123459915,365,Education,32.72,20180912
46,4210653392204248,123459915,366,Entertainment,97.18,20181023
66,4210653392204248,123459915,367,Education,48.04,20180215
99,4210653392204248,123459915,368,Test,31.34,20180418
67,4210653392204248,123459915,369,Test,27.88,20180518
81,4210653392204248,123459915,370,Bills,58.93,20180301
16,4210653392204248,123459915,371,Bills,27.73,20180119
81,4210653392204248,123459915,372,Gas,39.21,20180114
35,4210653392204248,123459915,373,Education,26.48,20180218
139,4210653392204248,123459915,374,Bills,19.88,20180310
47,4210653392204248,123459915,375,Bills,65.03,20181209
27,4210653392204248,123459915,376,Grocery,2.99,20180408
28,4210653392204248,123459915,377,Education,39.69,20180325
1,4210653392204248,123459915,378,Test,42.26,20180118
60,4210653392204248,123459915,379,Gas,86.83,20181209
144,4210653392204248,123459915,380,Bills,3.08,20180411
69,4210653392204248,123459915,381,Grocery,51.01,20180307
25,4210653392204248,123459915,382,Bills,86.34,20180620
145,4210653392204248,123459915,383,Grocery,10.43,20180216
12,4210653392204248,123459915,384,Entertainment,25.48,20180327
85,4210653392204248,123459915,385,Gas,94.33,20180128
57,4210653392204248,123459915,386,Bills,82.92,20180306
43,4210653392204248,123459915,387,Education,40.42,20180608
12,4210653392204248,123459915,388,Healthcare,71.24,20181201
75,4210653313825914,123459909,389,Healthcare,43.5,20180303
83,4210653313825914,123459909,390,Test,36.2,20180304
1,4210653313825914,123459909,391,Gas,6.65,20181005
180,4210653313825914,123459909,392,Gas,44.27,20181010
90,4210653313825914,123459909,393,Entertainment,14.34,20181119
19,4210653313825914,123459909,394,Bills,71.29,20180203
2,4210653313825914,123459909,395,Grocery,52.28,20180921
57,4210653313825914,123459909,396,Entertainment,78.44,20180614
60,4210653313825914,123459909,397,Bills,29.61,20180923
188,4210653313825914,123459909,398,Bills,51.6,20181204
17,4210653313825914,123459909,399,Bills,3.6,20180304
31,4210653313825914,123459909,400,Education,50.32,20180421
57,4210653313825914,123459909,401,Gas,79.4,20180407
17,4210653313825914,123459909,402,Entertainment,45.47,20180623
93,4210653313825914,123459909,403,Education,99.6,20180226
166,4210653313825914,123459909,404,Grocery,67.98,20181123
70,4210653313825914,123459909,405,Healthcare,38.13,20181213
23,4210653313825914,123459909,406,Test,96.88,20180505
175,4210653313825914,123459909,407,Healthcare,83.56,20180922
125,4210653313825914,123459909,408,Healthcare,70.63,20181212
4,4210653313825914,123459909,409,Bills,7.18,20180201
7,4210653313825914,123459909,410,Bills,74.71,20181107
80,4210653313825914,123459909,411,Grocery,87.59,20180220
126,4210653313825914,123459909,412,Education,21.04,20180223
44,4210653313825914,123459909,413,Entertainment,15.39,20180306
72,4210653313825914,123459909,414,Grocery,99.23,20180628
79,4210653313825914,123459909,415,Education,39.94,20180414
48,4210653313825914,123459909,416,Grocery,35.42,20180627
105,4210653313825914,123459909,417,Education,44.62,20180926
8,4210653313825914,123459909,418,Bills,71.9,20181021
32,4210653313825914,123459909,419,Entertainment,37.44,20181110
80,4210653313825914,123459909,420,Grocery,38.11,20180304
158,4210653313825914,123459909,421,Bills,96.09,20180719
73,4210653313825914,123459909,422,Gas,64.97,20181206
16,4210653313825914,123459909,423,Education,62.51,20181209
173,4210653313825914,123459909,424,Grocery,68.89,20180713
46,4210653313825914,123459909,425,Grocery,62.71,20180904
56,4210653313825914,123459909,426,Test,37.56,20180620
26,4210653313825914,123459909,427,Bills,74.76,20180327
76,4210653313825914,123459909,428,Gas,55.37,20180505
17,4210653313825914,123459909,429,Gas,1.95,20180309
85,4210653313825914,123459909,430,Grocery,7.2,20180727
124,4210653313825914,123459909,431,Entertainment,2.03,20180401
119,4210653313825914,123459909,432,Gas,31.66,20181009
149,4210653313825914,123459909,433,Bills,35.72,20180424
60,4210653313825914,123459909,434,Grocery,77.06,20181125
115,4210653313825914,123459909,435,Gas,4.27,20180528
18,4210653313825914,123459909,436,Entertainment,19.42,20181124
80,4210653313825914,123459909,437,Bills,88.87,20181118
57,4210653313825914,123459909,438,Entertainment,86.04,20180608
36,4210653313825914,123459909,439,Bills,96.74,20181127
100,4210653313825914,123459909,440,Grocery,38.16,20180321
81,4210653313825914,123459909,441,Bills,68.79,20180111
24,4210653313825914,123459909,442,Test,71.45,20180921
50,4210653313825914,123459909,443,Grocery,49,20181001
131,4210653313825914,123459909,444,Education,68.65,20181108
73,4210653313825914,123459909,445,Bills,54.61,20181228
126,4210653313825914,123459909,446,Healthcare,57.75,20180910
16,4210653313825914,123459909,447,Bills,92.66,20180516
19,4210653313825914,123459909,448,Education,59.65,20180624
175,4210653313825914,123459909,449,Gas,74.02,20180808
7,4210653313825914,123459909,450,Entertainment,49.05,20181119
131,4210653313825914,123459909,451,Grocery,55.51,20181009
67,4210653313825914,123459909,452,Test,30.89,20180310
43,4210653313825914,123459909,453,Bills,59.99,20181211
90,4210653313825914,123459909,454,Test,12.94,20180222
74,4210653313825914,123459909,455,Grocery,52.58,20180608
24,4210653313825914,123459909,456,Entertainment,62.28,20180711
117,4210653313825914,123459909,457,Bills,64.53,20180227
168,4210653313825914,123459909,458,Entertainment,59.64,20180702
117,4210653313825914,123459909,459,Grocery,58,20180308
73,4210653313825914,123459909,460,Entertainment,84.38,20180912
49,4210653373379288,123459900,461,Gas,44.12,20180618
67,4210653373379288,123459900,462,Education,18.57,20180405
7,4210653373379288,123459900,463,Entertainment,33.91,20181121
51,4210653373379288,123459900,464,Grocery,11.91,20181124
95,4210653373379288,123459900,465,Grocery,35.39,20180115
10,4210653373379288,123459900,466,Grocery,16.65,20180908
15,4210653350230468,123459894,467,Test,28.15,20180424
5,4210653350230468,123459894,468,Bills,57.99,20180725
70,4210653350230468,123459894,469,Grocery,27.73,20181010
22,4210653350230468,123459894,470,Gas,3.94,20180719
164,4210653350230468,123459894,471,Grocery,54.96,20181020
32,4210653350230468,123459894,472,Education,59.31,20181128
170,4210653350230468,123459894,473,Healthcare,6.1,20180409
59,4210653350230468,123459894,474,Test,78.32,20180603
75,4210653350230468,123459894,475,Healthcare,51.81,20180103
135,4210653350230468,123459894,476,Bills,98.79,20181011
100,4210653350230468,123459894,477,Entertainment,7.39,20180219
46,4210653350230468,123459894,478,Grocery,18.26,20181111
123,4210653350230468,123459894,479,Education,61.52,20180923
164,4210653350230468,123459894,480,Test,16.99,20181014
89,4210653350230468,123459894,481,Test,42.64,20180513
131,4210653350230468,123459894,482,Bills,61.07,20180609
131,4210653350230468,123459894,483,Gas,86.24,20181021
79,4210653350230468,123459894,484,Grocery,97.86,20180618
170,4210653350230468,123459894,485,Education,4.18,20180126
30,4210653350230468,123459894,486,Gas,4.4,20181218
22,4210653350230468,123459894,487,Grocery,37.78,20180517
166,4210653350230468,123459894,488,Entertainment,82.13,20181213
46,4210653350230468,123459894,489,Education,78.71,20180320
67,4210653350230468,123459894,490,Test,35.02,20180416
114,4210653350230468,123459894,491,Test,37.08,20180903
58,4210653350230468,123459894,492,Test,74.52,20180301
99,4210653317141342,123459879,493,Gas,88.47,20180914
126,4210653317141342,123459879,494,Grocery,3.3,20181225
15,4210653317141342,123459879,495,Education,30.11,20180312
57,4210653317141342,123459879,496,Gas,70.52,20180512
85,4210653317141342,123459879,497,Healthcare,20.63,20180608
15,4210653317141342,123459879,498,Bills,78.68,20180204
89,4210653317141342,123459879,499,Test,62.99,20180119
145,4210653317141342,123459879,500,Bills,64.41,20181220
75,4210653317141342,123459879,501,Gas,12.33,20181005
4,4210653317141342,123459879,502,Entertainment,48.95,20180114
121,4210653317141342,123459879,503,Gas,99.05,20180819
63,4210653317141342,123459879,504,Gas,39.99,20181108
158,4210653317141342,123459879,505,Healthcare,27.45,20180102
111,4210653317141342,123459879,506,Education,96.8,20180310
